Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Response,EHR_Use_Footnote,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
270012,BENEFIS HOSPITALS INC,1101 26TH ST. S. ,GREAT FALLS,MT,59405,Cascade,0.0,0.0,3375.0,nan,0.0,0,3375,nan,nan,Not Available,Not Available,1.0,97.29,215,221,nan,95.93,212,221,nan,99.04,311,314,nan,100.00,313,313,nan,Tobacco Use Treatment (during the hospital stay),97.41,188,193,nan,80.31,155,193,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,63.77,44,69,nan,37.68,26,69,nan,07/01/2014,06/30/2015,97.86,137,140,nan,95,21,22,nan,10/01/2015,03/31/2016
270014,ST. PATRICK HOSPITAL,500 W BROADWAY PO BOX 4587,MISSOULA,MT,59802,Missoula,0.09,17.03,7499.0,nan,0.02,3.22,7499,nan,100.0,14,14,nan,89.27,283,317,nan,87.38,277,317,nan,88.92,377,424,nan,99.77,428,429,nan,Tobacco Use Treatment (during the hospital stay),71.15,148,208,nan,37.02,77,208,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,68.69,68,99,nan,42.42,42,99,nan,07/01/2014,06/30/2015,91.03,264,290,nan,76,54,71,nan,10/01/2015,03/31/2016
274004,SHODAIR CHILDREN'S HOSPITAL,2755 COLONIAL DR ,HELENA,MT,59601,Lewis and Clark,0.22,34.0,6443.0,nan,0.67,104,6443,nan,92.31,12,13,nan,96.54,586,607,nan,89.95,546,607,nan,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,6.99,20,286,nan,81,286,355,nan,10/01/2015,03/31/2016
274086,MONTANA STATE HOSPITAL,100 GARNET WAY ,WARM SPRINGS,MT,59756,Deer Lodge,0.12,140.38,46862.0,nan,0.72,809.17,46862,nan,17.53,17,97,nan,81.03,393,485,nan,77.73,377,485,nan,86.33,398,461,nan,97.82,449,459,nan,Tobacco Use Treatment (during the hospital stay),16.16,48,297,nan,14.48,43,297,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,67.74,84,124,nan,37.90,47,124,nan,07/01/2014,06/30/2015,23.48,54,230,nan,31,169,546,nan,10/01/2015,03/31/2016
280003,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST ,LINCOLN,NE,68506,Lancaster,0.01,1.15,4726.0,nan,0.05,6.02,4726,nan,92.45,49,53,nan,98.14,634,646,nan,95.67,618,646,nan,100.00,382,382,nan,97.38,372,382,nan,Tobacco Use Treatment (during the hospital stay),94.62,88,93,nan,13.98,13,93,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,65.89,226,343,nan,37.61,129,343,nan,07/01/2014,06/30/2015,97.29,287,295,nan,97,230,237,nan,10/01/2015,03/31/2016
280009,CHI HEALTH GOOD SAMARITAN,"P O BOX 1990, 10 EAST 31ST ST ",KEARNEY,NE,68848,Buffalo,0.02,3.52,6812.0,nan,0.08,12.78,6812,nan,92.31,12,13,nan,84.83,330,389,nan,84.58,329,389,nan,93.68,178,190,nan,94.74,180,190,nan,Tobacco Use Treatment (during the hospital stay),36.79,39,106,nan,33.02,35,106,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,57.33,43,75,nan,22.67,17,75,nan,07/01/2014,06/30/2015,95.03,287,302,nan,99,112,113,nan,10/01/2015,03/31/2016
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER ,OMAHA,NE,68198,Douglas,0.14,8.25,2499.0,nan,0.14,8.25,2499,nan,nan,Not Available,Not Available,1.0,89.62,164,183,nan,88.52,162,183,nan,98.83,254,257,nan,99.61,255,256,nan,Tobacco Use Treatment (during the hospital stay),95.86,139,145,nan,22.07,32,145,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,70.37,38,54,nan,37.04,20,54,nan,07/01/2014,06/30/2015,98.55,136,138,nan,90,73,81,nan,10/01/2015,03/31/2016
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE ,HASTINGS,NE,68901,Adams,0.03,4.38,5551.0,nan,0.08,10.9,5551,nan,81.4,35,43,nan,89.23,232,260,nan,86.54,225,260,nan,99.24,391,394,nan,99.75,399,400,nan,Tobacco Use Treatment (during the hospital stay),92.68,190,205,nan,40.49,83,205,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,68.42,65,95,nan,33.68,32,95,nan,07/01/2014,06/30/2015,99.66,289,290,nan,98,79,81,nan,10/01/2015,03/31/2016
280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B ,SCOTTSBLUFF,NE,69361,Scotts Bluff,0.27,16.07,2478.0,nan,0.4,23.93,2478,nan,nan,Not Available,Not Available,1.0,66.21,431,651,nan,64.98,423,651,nan,79.39,131,165,nan,86.67,143,165,nan,Tobacco Use Treatment (during the hospital stay),47.50,38,80,nan,16.25,13,80,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,61.11,33,54,nan,29.63,16,54,nan,07/01/2014,06/30/2015,88.97,121,136,nan,96,393,408,nan,10/01/2015,03/31/2016
280065,GREAT PLAINS HEALTH,601 WEST LEOTA STREET PO BOX 1167,NORTH PLATTE,NE,69101,Lincoln,0.47,39.29,3492.0,nan,0.31,25.9,3492,nan,nan,Not Available,Not Available,1.0,92.37,581,629,nan,83.94,528,629,nan,95.02,305,321,nan,88.48,292,330,nan,Tobacco Use Treatment (during the hospital stay),49.71,87,175,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,85.23,75,88,nan,43.18,38,88,nan,07/01/2014,06/30/2015,84.66,276,326,nan,95,21,22,nan,10/01/2015,03/31/2016
280081,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST P.O. BOX 34439,OMAHA,NE,68122,Douglas,0.01,0.68,5150.0,nan,0.0,0,5150,nan,nan,Not Available,Not Available,1.0,97.78,353,361,nan,96.68,349,361,nan,95.89,373,389,nan,88.51,339,383,nan,Tobacco Use Treatment (during the hospital stay),56.80,71,125,nan,11.20,14,125,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,68.89,93,135,nan,46.67,63,135,nan,07/01/2014,06/30/2015,96.21,203,211,nan,100,425,425,nan,10/01/2015,03/31/2016
281301,FILLMORE COUNTY HOSPITAL,1900 F STREET P O BOX 193,GENEVA,NE,68361,Fillmore,0.0,0.0,325.0,nan,0.0,0,325,nan,nan,Not Available,Not Available,1.0,62.96,17,27,nan,62.96,17,27,nan,88.24,15,17,nan,82.35,14,17,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,70.27,26,37,nan,74,20,27,nan,10/01/2015,03/31/2016
284003,LINCOLN REGIONAL CENTER,PO BOX 94949 FOLSOM & WEST PROSPECTOR ,LINCOLN,NE,68509,Lancaster,0.32,156.2,20415.0,nan,0.45,222.43,20415,nan,88.46,23,26,nan,100.00,74,74,nan,100.00,74,74,nan,100.00,35,35,nan,51.43,18,35,nan,Tobacco Use Treatment (during the hospital stay),100.00,11,11,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,1.0,82,527,644,nan,10/01/2015,03/31/2016
284009,DOUGLAS COUNTY HEALTH CENTER,4102 WOOLWORTH AVE ,OMAHA,NE,68105,Douglas,0.06,5.0,3671.0,nan,0.1,8.66,3761,nan,96.97,64,66,nan,96.79,936,967,nan,76.94,744,967,nan,96.09,590,614,nan,96.91,595,614,nan,Tobacco Use Treatment (during the hospital stay),54.42,234,430,nan,51.40,221,430,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,59.26,96,162,nan,35.19,57,162,nan,07/01/2014,06/30/2015,83.44,257,308,nan,55,54,99,nan,10/01/2015,03/31/2016
290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD ,NORTH LAS VEGAS,NV,89030,Clark,0.11,55.0,20832.0,nan,0.0,0,21251,nan,93.98,250,266,nan,98.67,521,528,nan,97.73,516,528,nan,95.86,649,677,nan,96.60,654,677,nan,Tobacco Use Treatment (during the hospital stay),59.05,137,232,nan,38.36,89,232,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,18.12,27,149,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,94.23,506,537,nan,71,127,180,nan,10/01/2015,03/31/2016
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY ,CARSON CITY,NV,89703,Carson City,0.0,0.0,10499.0,nan,0.0,0,10499,nan,nan,Not Available,Not Available,1.0,73.75,177,240,nan,62.92,151,240,nan,98.58,487,494,nan,100.00,494,494,nan,Tobacco Use Treatment (during the hospital stay),55.16,155,281,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,58.49,155,265,nan,31.32,83,265,nan,07/01/2014,06/30/2015,93.49,273,292,nan,97,91,94,nan,10/01/2015,03/31/2016
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD ,LAS VEGAS,NV,89119,Clark,0.0,0.23,9039.0,nan,0.0,0,9039,nan,nan,Not Available,Not Available,1.0,99.24,392,395,nan,96.46,381,395,nan,99.52,418,420,nan,100.00,417,417,nan,Tobacco Use Treatment (during the hospital stay),27.01,47,174,nan,15.52,27,174,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,28.57,28,98,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,97.05,230,237,nan,92,57,62,nan,10/01/2015,03/31/2016
290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY ,SPARKS,NV,89434,Washoe,0.03,3.85,6382.0,nan,0.0,0,6382,nan,nan,Not Available,Not Available,1.0,100.00,300,300,nan,100.00,300,300,nan,99.66,293,294,nan,100.00,249,249,nan,Tobacco Use Treatment (during the hospital stay),96.30,52,54,nan,66.67,36,54,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,32.35,22,68,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,98.88,177,179,nan,77,37,48,nan,10/01/2015,03/31/2016
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET ROAD ,LAS VEGAS,NV,89148,Clark,0.0,0.0,5327.0,nan,0.0,0,5327,nan,nan,Not Available,Not Available,1.0,100.00,344,344,nan,99.42,342,344,nan,99.69,319,320,nan,100.00,321,321,nan,Tobacco Use Treatment (during the hospital stay),94.68,89,94,nan,18.09,17,94,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,26.92,21,78,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,182,182,nan,81,30,37,nan,10/01/2015,03/31/2016
291309,BOULDER CITY HOSPITAL,901 ADAMS BLVD ,BOULDER CITY,NV,89005,Clark,0.16,13.25,3405.0,nan,0.11,9.33,3405,nan,100.0,48,48,nan,100.00,267,267,nan,100.00,267,267,nan,100.00,265,265,nan,100.00,265,265,nan,Tobacco Use Treatment (during the hospital stay),100.00,265,265,nan,100.00,265,265,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,1.0,81,13,16,nan,10/01/2015,03/31/2016
294000,DINI-TOWNSEND HOSPITAL AT NNMH,480 GALLETTI WAY ,SPARKS,NV,89431,Washoe,0.31,73.18,9878.0,nan,1.16,275.15,9878,nan,93.75,15,16,nan,100.00,739,739,nan,100.00,739,739,nan,0.00,0,507,nan,51.28,260,507,nan,Tobacco Use Treatment (during the hospital stay),94.02,220,234,nan,94.02,220,234,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,45.28,24,53,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,18.27,19,104,nan,62,150,242,nan,10/01/2015,03/31/2016
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,6161 W CHARLESTON BLVD ,LAS VEGAS,NV,89146,Clark,0.56,766.77,57178.0,nan,0.23,311.3,57178,nan,97.74,259,265,nan,92.98,2584,2779,nan,92.08,2559,2779,nan,0.00,0,2012,nan,94.18,1895,2012,nan,Tobacco Use Treatment (during the hospital stay),99.79,1885,1889,nan,99.79,1885,1889,nan,No,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,42.28,52,123,nan,16.26,20,123,nan,07/01/2014,06/30/2015,33.42,132,395,nan,72,429,593,nan,10/01/2015,03/31/2016
294003,BHC WEST HILLS HOSPITAL,1240 E NINTH ST ,RENO,NV,89512,Washoe,0.05,22.38,19997.0,nan,0.17,83.03,19997,nan,nan,Not Available,Not Available,1.0,92.13,1019,1106,nan,80.74,893,1106,nan,96.30,260,270,nan,98.15,265,270,nan,Tobacco Use Treatment (during the hospital stay),38.46,60,156,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,50.72,175,345,nan,28.12,97,345,nan,07/01/2014,06/30/2015,86.13,323,375,nan,76,149,195,nan,10/01/2015,03/31/2016
294008,RED ROCK BEHAVIORAL HEALTH HOSPITAL,5975 W. TWAIN AVENUE ,LAS VEGAS,NV,89103,Clark,0.01,0.1,513.0,nan,0.0,.05,513,nan,100.0,50,50,nan,99.69,325,326,nan,99.69,325,326,nan,99.49,389,391,nan,99.22,383,386,nan,Tobacco Use Treatment (during the hospital stay),100.00,59,59,nan,61.02,36,59,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,38.74,43,111,nan,16.22,18,111,nan,07/01/2014,06/30/2015,24.42,21,86,nan,88,99,113,nan,10/01/2015,03/31/2016
294009,MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE ,LAS VEGAS,NV,89103,Clark,0.16,14.4,3843.0,nan,0.31,28.7,3843,nan,0.0,0,21,nan,99.67,905,908,nan,98.24,892,908,nan,93.18,396,425,nan,99.30,427,430,nan,Tobacco Use Treatment (during the hospital stay),78.23,194,248,nan,16.53,41,248,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,45.67,95,208,nan,28.37,59,208,nan,07/01/2014,06/30/2015,11.05,20,181,nan,70,338,480,nan,10/01/2015,03/31/2016
294010,SPRING MOUNTAIN SAHARA,5460 WEST SAHARA ,LAS VEGAS,NV,89146,Clark,0.01,1.62,7971.0,nan,0.04,7.05,7971,nan,nan,Not Available,Not Available,1.0,99.58,469,471,nan,94.90,447,471,nan,96.43,567,588,nan,98.64,580,588,nan,Tobacco Use Treatment (during the hospital stay),94.10,287,305,nan,31.80,97,305,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,48.13,116,241,nan,27.80,67,241,nan,07/01/2014,06/30/2015,87.03,255,293,nan,44,27,61,nan,10/01/2015,03/31/2016
294011,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD ,LAS VEGAS,NV,89117,Clark,0.09,61.46,29331.0,nan,0.49,346.7,29331,nan,nan,Not Available,Not Available,1.0,99.30,1269,1278,nan,95.38,1219,1278,nan,95.59,412,431,nan,100.00,431,431,nan,Tobacco Use Treatment (during the hospital stay),98.94,280,283,nan,32.16,91,283,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,34.02,133,391,nan,17.39,68,391,nan,07/01/2014,06/30/2015,89.73,463,516,nan,77,228,298,nan,10/01/2015,03/31/2016
294012,SEVEN HILLS BEHAVIORAL INSTITUTE,3021 W HORIZON RIDGE PKWY ,HENDERSON,NV,89052,Clark,0.0,2.43,31737.0,nan,0.01,7.95,31737,nan,nan,Not Available,Not Available,1.0,98.66,1106,1121,nan,98.22,1101,1121,nan,99.72,702,704,nan,99.15,697,703,nan,Tobacco Use Treatment (during the hospital stay),98.42,311,316,nan,14.56,46,316,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,43.33,91,210,nan,30.00,63,210,nan,07/01/2014,06/30/2015,88.07,502,570,nan,53,211,401,nan,10/01/2015,03/31/2016
294013,DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL,3247 S MARYLAND PARKWAY ,LAS VEGAS,NV,89109,Clark,0.05,32.0,24905.0,nan,0.07,39,24905,nan,nan,Not Available,Not Available,1.0,24.36,652,2676,nan,17.23,461,2676,nan,19.39,406,2094,nan,14.57,305,2094,nan,Tobacco Use Treatment (during the hospital stay),7.98,167,2094,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,38.50,139,361,nan,21.88,79,361,nan,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,1.0,58,145,250,nan,10/01/2015,03/31/2016
300001,CONCORD HOSPITAL,250 PLEASANT ST ,CONCORD,NH,3301,Merrimack,0.03,3.0,3600.0,nan,0.1,8.42,3600,nan,nan,Not Available,Not Available,1.0,84.83,179,211,nan,82.94,175,211,nan,98.12,366,373,nan,99.20,370,373,nan,Tobacco Use Treatment (during the hospital stay),78.05,128,164,nan,37.20,61,164,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,79.22,61,77,nan,59.74,46,77,nan,07/01/2014,06/30/2015,88.07,214,243,nan,86,93,108,nan,10/01/2015,03/31/2016
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE ,LEBANON,NH,3756,Grafton,0.49,72.0,6161.0,nan,0.0,0,6161,nan,nan,Not Available,Not Available,1.0,85.54,278,325,nan,75.08,244,325,nan,98.46,384,390,nan,99.74,387,388,nan,Tobacco Use Treatment (during the hospital stay),94.64,159,168,nan,35.71,60,168,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,78.34,170,217,nan,55.30,120,217,nan,07/01/2014,06/30/2015,99.32,291,293,nan,98,121,123,nan,10/01/2015,03/31/2016
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST ,LACONIA,NH,3246,Belknap,0.0,0.0,2375.0,nan,0.0,0,2375,nan,nan,Not Available,Not Available,1.0,97.53,79,81,nan,97.50,78,80,nan,59.26,16,27,nan,86.67,26,30,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,86.67,26,30,nan,100,24,24,nan,10/01/2015,03/31/2016
300012,ELLIOT HOSPITAL,1 ELLIOT WAY ,MANCHESTER,NH,3103,Hillsborough,2.32,686.07,12311.0,nan,0.07,20.86,12311,nan,nan,Not Available,Not Available,1.0,73.98,253,342,nan,65.79,225,342,nan,82.26,408,496,nan,97.86,502,513,nan,Tobacco Use Treatment (during the hospital stay),15.59,29,186,nan,11.83,22,186,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,82.47,127,154,nan,48.70,75,154,nan,07/01/2014,06/30/2015,90.03,262,291,nan,99,149,150,nan,10/01/2015,03/31/2016
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD ,ROCHESTER,NH,3867,Strafford,53.57,5084.0,3954.0,nan,0.0,0,3954,nan,nan,Not Available,Not Available,1.0,100.00,247,247,nan,100.00,247,247,nan,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,77.78,28,36,nan,41.67,15,36,nan,07/01/2014,06/30/2015,100.00,63,63,nan,95,1164,1220,nan,10/01/2015,03/31/2016
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE ,DERRY,NH,3038,Rockingham,0.0,0.0,3638.0,nan,0.0,0,3638,nan,94.44,17,18,nan,99.22,381,384,nan,98.96,380,384,nan,100.00,323,323,nan,100.00,323,323,nan,Tobacco Use Treatment (during the hospital stay),100.00,156,156,nan,40.38,63,156,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,100.00,139,139,nan,67,16,24,nan,10/01/2015,03/31/2016
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET ,KEENE,NH,3431,Cheshire,0.0,3.5,66183.0,nan,0.0,3.5,66183,nan,nan,Not Available,Not Available,1.0,99.70,337,338,nan,99.70,337,338,nan,96.86,185,191,nan,98.95,188,190,nan,Tobacco Use Treatment (during the hospital stay),71.43,75,105,nan,15.24,16,105,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,75.47,40,53,nan,30.19,16,53,nan,07/01/2014,06/30/2015,95.32,163,171,nan,89,31,35,nan,10/01/2015,03/31/2016
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET ,NASHUA,NH,3060,Hillsborough,0.0,0.0,4105.0,nan,0.0,0,4105,nan,nan,Not Available,Not Available,1.0,100.00,180,180,nan,78.33,141,180,nan,97.61,408,418,nan,100.00,418,418,nan,Tobacco Use Treatment (during the hospital stay),68.57,144,210,nan,24.76,52,210,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,70.00,49,70,nan,47.14,33,70,nan,07/01/2014,06/30/2015,93.90,231,246,nan,93,56,60,nan,10/01/2015,03/31/2016
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE ,PORTSMOUTH,NH,3801,Rockingham,0.07,16.87,10435.0,nan,0.04,9.48,10435,nan,nan,Not Available,Not Available,1.0,100.00,278,278,nan,100.00,278,278,nan,100.00,565,565,nan,100.00,565,565,nan,Tobacco Use Treatment (during the hospital stay),100.00,348,348,nan,81.90,285,348,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,65.13,99,152,nan,44.74,68,152,nan,07/01/2014,06/30/2015,100.00,362,362,nan,89,65,73,nan,10/01/2015,03/31/2016
301306,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVENUE ,FRANKLIN,NH,3235,Merrimack,0.01,0.42,2323.0,nan,0.02,1,2323,nan,nan,Not Available,Not Available,1.0,62.69,168,268,nan,58.21,156,268,nan,8.96,24,268,nan,72.01,193,268,nan,Tobacco Use Treatment (during the hospital stay),68.97,80,116,nan,68.97,80,116,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,76.09,35,46,nan,56.52,26,46,nan,07/01/2014,06/30/2015,99.31,143,144,nan,100,22,22,nan,10/01/2015,03/31/2016
304000,NEW HAMPSHIRE HOSPITAL,36 CLINTON STREET ,CONCORD,NH,3301,Merrimack,0.17,209.22,52071.0,nan,2.4,2993.58,52071,nan,54.93,39,71,nan,100.00,1914,1914,nan,100.00,1914,1914,nan,0.00,0,1112,nan,0.00,0,1112,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,73.29,310,423,nan,48.46,205,423,nan,07/01/2014,06/30/2015,3.85,34,884,nan,78,795,1022,nan,10/01/2015,03/31/2016
304001,HAMPSTEAD HOSPITAL,218 EAST ROAD ,HAMPSTEAD,NH,3841,Rockingham,0.13,47.08,14785.0,nan,0.83,295.28,14785,nan,nan,Not Available,Not Available,1.0,86.44,1103,1276,nan,83.93,1071,1276,nan,99.19,244,246,nan,100.00,247,247,nan,Tobacco Use Treatment (during the hospital stay),88.32,121,137,nan,83.21,114,137,nan,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,81.25,13,16,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,72.94,221,303,nan,76,187,247,nan,10/01/2015,03/31/2016
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE ,HACKENSACK,NJ,7601,Bergen,0.16,34.0,8923.0,nan,0.0,0,8923,nan,nan,Not Available,Not Available,1.0,91.72,288,314,nan,91.72,288,314,nan,97.22,454,467,nan,100.00,116,116,nan,Tobacco Use Treatment (during the hospital stay),56.86,29,51,nan,0.00,0,51,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,71.07,86,121,nan,38.02,46,121,nan,07/01/2014,06/30/2015,94.69,107,113,nan,75,36,48,nan,10/01/2015,03/31/2016
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE ,NEWARK,NJ,7112,Essex,0.22,60.3,11236.0,nan,0.22,59.28,11236,nan,73.33,11,15,nan,99.54,649,652,nan,92.64,604,652,nan,92.83,272,293,nan,98.27,284,289,nan,Tobacco Use Treatment (during the hospital stay),43.97,51,116,nan,43.10,50,116,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,42.31,22,52,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,84.28,268,318,nan,77,152,198,nan,10/01/2015,03/31/2016
